__quarterly__,cpi,diff4_cpi,diff_cpi,obs_diff_cpi,obs_rs,obs_y_gap,rrs,rrs_gap,rs,shk_diff_cpi,shk_rs,shk_y_gap,y_gap
2000-Q1,517.558460116574,2.1330079102075388,2.495046365865619,,,,,,5.52,,,,1.3848149530358569
2000-Q2,518.1970798490383,2.3107088317517537,2.554478929857396,,,,,,5.713333333,,,,2.375460251334175
2000-Q3,518.9060380611087,2.5417917389652303,2.8358328482813704,,,,,,6.016666667,,,,1.6898515650407262
2000-Q4,519.4622130209272,2.5275144958195597,2.2246998392738533,,,,,,6.016666667,,,,1.52336234364941
2001-Q1,520.254041097085,2.695580980510954,3.1673123046311957,,,,,,4.816666667,,,,0.462719287109735
2001-Q2,520.893955539682,2.696875690643651,2.559657770388185,,,,,,3.66,,,,0.3654895553861479
2001-Q3,521.6022123821207,2.696174321011995,2.8330273697547455,,,,,,3.17,,,,-0.7374467161354232
2001-Q4,522.2335845705232,2.771371549596097,2.5254887536102615,,,,,,1.906666667,,,,-1.1519022004413273
2002-Q1,522.7537184308098,2.4996773337248896,2.080535441146367,,,,,,1.72,,,,-1.0121283134504893
2002-Q2,523.2177564043492,2.3238008646671915,1.8561518941573922,,,,,,1.713333333,,,,-1.0805450473324072
2002-Q3,523.6973736306985,2.095161248577824,1.918468905397276,,,,,,1.643333333,,,,-1.3595528796628287
2002-Q4,524.1041298904798,1.870545319956591,1.6270250391253285,,,,,,1.333333333,,,,-1.9124248982833478
2003-Q1,524.4740765820484,1.7203581512385426,1.4797867662741737,,,,,,1.156666667,,,,-2.0833690212714373
2003-Q2,524.737488798584,1.5197323942347793,1.053648866142339,,,,,,1.04,,,,-1.8831706219717717
2003-Q3,525.1924326803745,1.4950590496760015,1.8197755271621645,,,,,,0.93,,,,-0.9207815327788467
2003-Q4,525.6105517564874,1.5064218660075994,1.6724763044517204,,,,,,0.916666667,,,,-0.46316767341750165
2004-Q1,526.113457542032,1.6393809599836686,2.0116231421784505,,,,,,0.916666667,,,,-0.5776928432602517
2004-Q2,526.8029965437788,2.06550774519485,2.7581560069870648,,,,,,1.076666667,,,,-0.4803976010683755
2004-Q3,527.2486606513514,2.05622797097692,1.7826564302904444,,,,,,1.486666667,,,,-0.2108757973583124
2004-Q4,527.8794699889221,2.2689182324346575,2.5232373502826704,,,,,,2.006666667,,,,0.15376881880263227
2005-Q1,528.4556451466975,2.342187604665469,2.3047006311016958,,,,,,2.536666667,,,,0.6256149178087753
2005-Q2,528.9949116709453,2.191915127166453,2.1570660969910023,,,,,,2.863333333,,,,0.5014717249781597
2005-Q3,529.3304824724493,2.081821821097833,1.3422832060159635,,,,,,3.36,,,,0.7014689364966671
2005-Q4,529.9816242671773,2.1021542782551705,2.6045671789120206,,,,,,3.826666667,,,,0.7156039470576161
2006-Q1,530.6285536197214,2.172908473023881,2.5877174101765377,,,,,,4.393333333,,,,1.5363552164557177
2006-Q2,531.3534332517047,2.3585215807594295,2.8995185279331963,,,,,,4.703333333,,,,1.298491688458057
2006-Q3,532.0404963175067,2.7100138450574605,2.7482522632080872,,,,,,4.906666667,,,,1.002953304619382
2006-Q4,532.5770393491491,2.5954150819718507,2.1461721265695815,,,,,,4.903333333,,,,1.4352068736894807
2007-Q1,533.2615728534092,2.6330192336878326,2.7381340170404656,,,,,,4.983333333,,,,1.3584907118220144
2007-Q2,533.8419101583694,2.488476906664687,2.321349219840613,,,,,,4.736666667,,,,1.6622191113460758
2007-Q3,534.4539155740572,2.413419256550469,2.4480216627512164,,,,,,4.303333333,,,,1.9655755998903714
2007-Q4,535.2170880774063,2.6400487282571703,3.0526900133963863,,,,,,3.39,,,,2.309044693719102
2008-Q1,535.9569242423036,2.6953513888943235,2.959344659589078,,,,,,2.043333333,,,,1.665336074028687
2008-Q2,536.5711182293209,2.729208070951472,2.4567759480692075,,,,,,1.626666667,,,,2.0240449470783233
2008-Q3,537.4339695472427,2.980053973185477,3.4514052716872357,,,,,,1.493333333,,,,1.300869558502768
2008-Q4,537.8104656836099,2.593377606203603,1.5059845454688912,,,,,,0.296666667,,,,-1.091924951267174
2009-Q1,538.1605571125036,2.2036328702000674,1.4003657155749352,,,,,,0.213333333,,,,-2.4491404955613234
2009-Q2,538.520276322748,1.9491580934271724,1.4388768409776276,,,,,,0.173333333,,,,-2.8101190536361855
2009-Q3,538.7289320350301,1.2949624877874157,0.834622849128209,,,,,,0.156666667,,,,-2.6536824951429026
2009-Q4,539.1816817062027,1.3712160225927619,1.8109986846902757,,,,,,0.056666667,,,,-1.8140008295185908
2010-Q1,539.2671028580514,1.1065457455478054,0.3416846073951092,,,,,,0.106666667,,,,-1.5584653860772733
2010-Q2,539.4145593960707,0.8942830733226401,0.5898261520769665,,,,,,0.146666667,,,,-0.8610815290892333
2010-Q3,539.6452340589017,0.9163020238715944,0.9226986513240263,,,,,,0.156666667,,,,-0.37974439321612863
2010-Q4,539.9528284521814,0.77114674597874,1.230377573118858,,,,,,0.136666667,,,,-0.17372340126644303
2011-Q1,540.5457298105938,1.2786269525423677,2.37160543364962,,,,,,0.126666667,,,,-0.7505473840690229
2011-Q2,541.1518067326083,1.7372473365376209,2.4243076880579792,,,,,,0.046666667,,,,-0.4336749989535065
2011-Q3,541.9138744874133,2.268640428511617,3.04827101922001,,,,,,0.023333333,,,,-0.85402760224747
2011-Q4,542.4704759654857,2.5176475133042686,2.226405912289465,,,,,,0.013333333,,,,-0.1420037279093549
2012-Q1,542.9880573565354,2.4423275459415663,2.0703255641988108,,,,,,0.066666667,,,,0.2487394091878059
2012-Q2,543.46866036801,2.316853635401685,1.9224120458984544,,,,,,0.086666667,,,,0.26074623368594985
2012-Q3,543.9058539320575,1.9919794446442438,1.748774256190245,,,,,,0.103333333,,,,-0.024982402431874107
2012-Q4,544.3706922420935,1.9002162766078072,1.8593532401437187,,,,,,0.086666667,,,,-0.3921452381969175
2013-Q1,544.8504487414416,1.862391384906232,1.9190259973925095,,,,,,0.086666667,,,,-0.020346256866332624
2013-Q2,545.083528571821,1.6148682038110564,0.9323193215177525,,,,,,0.05,,,,-0.3871907386200064
2013-Q3,545.5782547343125,1.6724008022549697,1.978904649965898,,,,,,0.033333333,,,,-0.1172395775570294
2013-Q4,545.9898940340186,1.619201791925093,1.6465571988242118,,,,,,0.063333333,,,,0.06205221561356211
2014-Q1,546.4128371215002,1.5623883800585645,1.6917723499263957,,,,,,0.046666667,,,,-0.8270628113263001
2014-Q2,547.0184465438132,1.9349179719921494,2.4224376892520922,,,,,,0.033333333,,,,-0.09681880179994096
2014-Q3,547.4780127399011,1.8997580055886374,1.8382647843518498,,,,,,0.026666667,,,,0.510607305880967
2014-Q4,547.9186480307097,1.9287539966911709,1.7625411632343457,,,,,,0.023333333,,,,0.4049885911286992
2015-Q1,548.260504467477,1.847667345976788,1.3674257470688644,,,,,,0.026666667,,,,0.6605685055145614
2015-Q2,548.7793821320503,1.7609355882370892,2.0755106582932967,,,,,,0.02,,,,0.685328207155294
2015-Q3,549.2859776916707,1.807964951769577,2.0263822384818013,,,,,,0.04,,,,0.456792981865874
2015-Q4,549.7759580326376,1.8573100019278854,1.9599213638675792,,,,,,0.123333333,,,,0.05458811233893357
2016-Q1,550.2081001347275,1.947595667250539,1.7285684083594788,,,,,,0.286666667,,,,0.09734873597983551
2016-Q2,550.7422843558319,1.9629022237816116,2.136736884417587,,,,,,0.256666667,,,,-0.14121293314315153
2016-Q3,551.1732415871237,1.8872638954529748,1.723828925167254,,,,,,0.296666667,,,,-0.0777017832558613
2016-Q4,551.5690970485548,1.793139015917177,1.5834218457243878,,,,,,0.43,,,,-0.11257712970734701
2017-Q1,552.0629905867405,1.8548904520130236,1.9755741527428654,,,,,,0.59,,,,-0.20846702593030386
2017-Q2,552.3534765951975,1.6111922393656641,1.1619440338281493,,,,,,0.89,,,,-0.2239698218945705
2017-Q3,552.725874473476,1.552632886352285,1.4895915131137372,,,,,,1.036666667,,,,0.0895153652204499
2017-Q4,553.2634262904816,1.6943292419267664,2.1502072680223137,,,,,,1.206666667,,,,0.5879568539216962
2018-Q1,553.9375489392548,1.8745583525143275,2.6964905950931097,,,,,,1.56,,,,0.7853453321703228
2018-Q2,554.4171730715848,2.0636964763872356,1.918496529319782,,,,,,1.84,,,,0.9972557644251765
2018-Q3,554.7814589154842,2.0555844420082394,1.4571433755977523,,,,,,2.04,,,,1.2436069280535094
2018-Q4,555.3318693690159,2.068443078534301,2.2016418141265603,,,,,,2.316666667,,,,0.9614895011159206
2019-Q1,555.9890292220329,2.051480282778016,2.628639412067969,,,,,,2.386666667,,,,1.0470080447372538
2019-Q2,556.4386298713678,2.0214567997829818,1.7984025973396456,,,,,,2.3,,,,1.2681036111036974
2019-Q3,556.9720147587118,2.190555843227571,2.13353954937611,,,,,,1.98,,,,1.707941002215989
2019-Q4,557.5618240462749,2.229954677259002,2.3592371502522838,,,,,,1.576666667,,,,1.7038917444388062
2020-Q1,558.1717785665463,2.182749344513468,2.439818081085832,,,,,,1.11,,,,0.07127568463999978
2020-Q2,558.1152712448262,1.6766413734584376,-0.2260292868804754,,,,,,0.143333333,,,,-9.25513961745105
2020-Q3,558.9499556560537,1.9779408973419095,3.3387376449099975,,,,,,0.113333333,,,,-2.169753581678833
2020-Q4,559.5095444501183,1.947720403843391,2.23835517625821,,,,,,0.093333333,,,,-1.7023013508356826
2021-Q1,559.9344989541252,1.7627203875788382,1.6998180160276206,,,,,,0.05,,,,-0.6761317690464921
2021-Q2,561.558736715215,3.4434654703887873,6.496951044359321,,,,,,0.026666667,,,,0.5005809037706968
2021-Q3,562.8961940998512,3.9462384437974833,5.349829538544782,,,,,,0.046666667,0.0,0.0,0.0,0.6312343003587557
2021-Q4,564.5436296880337,5.034085237915406,6.5897423527299,,,,,,0.053333333,0.0,0.0,0.0,1.7835661859850234
2022-Q1,566.2844732812483,6.349974327123164,6.963374372858652,,,,,,0.306666667,0.0,0.0,0.0,0.8403374211146684
2022-Q2,567.9391871897935,6.380450474578538,6.618855634180818,,,,,,1.076666667,0.0,0.0,0.0,0.16188781335802105
2022-Q3,569.0996728977345,6.203478797883363,4.64194283176409,4.64194283176409,4.053493667400198,0.6312343003588041,-0.594561158138474,-1.0945611581384842,4.053493667400198,-2.0,0.0,0.0,0.2308719758322642
2022-Q4,570.2616866041192,5.718056916085566,4.648054825538714,4.648054825538714,6.245492037576913,1.7835661859851473,1.6203404412833702,1.1203404412833629,6.245492037576913,0.0,0.0,0.0,0.06111993774576073
2023-Q1,571.4179745031926,5.133501221944297,4.625151596293583,4.625151596293583,7.817547872614214,0.8403374211147999,3.2487224576099063,2.7487224576098996,7.817547872614214,0.0,0.0,0.0,-0.22903229245176812
2023-Q2,572.5601808569437,4.620993667150178,4.568825415004349,4.568825415004349,8.894331246809166,0.1618878133581066,4.414875935538875,3.9148759355388694,8.894331246809166,0.0,0.0,0.0,-0.5632618128928106
2023-Q3,573.6800446847612,4.5803717870267375,4.479455311270332,4.479455311270332,9.57282983186689,0.23087197583234595,5.212546776709174,4.712546776709168,9.57282983186689,0.0,0.0,0.0,-0.893701037340623
2023-Q4,574.7701154485507,4.508428844431498,4.3602830551577565,4.3602830551577565,9.930585419167983,0.06111993774584621,5.714467831206545,5.214467831206539,9.930585419167983,0.0,0.0,0.0,-1.19172256112622
2024-Q1,575.824144845541,4.406170342348472,4.216117587961478,4.216117587961478,10.031097143835101,-0.22903229245168058,5.97862751118477,5.478627511184763,10.031097143835101,0.0,0.0,0.0,-1.441654671963241
2024-Q2,576.8372622537036,4.277081396759978,4.052469632650371,4.052469632650371,9.927367396691633,-0.5632618128927239,6.05238549139014,5.552385491390133,9.927367396691633,0.0,0.0,0.0,-1.636479553111544
2024-Q3,577.806007730029,4.125963045267777,3.87498190530153,3.87498190530153,9.664239278473922,-0.8937010373405371,5.975176086551021,5.475176086551015,9.664239278473922,0.0,0.0,0.0,-1.7748772734888594
2024-Q4,578.7282735280098,3.9581580794590723,3.6890631919229406,3.6890631919229406,9.279955212082324,-1.191722561126135,5.7802917866961225,5.280291786696116,9.279955212082324,0.0,0.0,0.0,-1.8591871337863564
2025-Q1,579.6031893843564,3.7790445388152634,3.4996634253862413,3.4996634253862413,8.807219551485794,-1.4416546719631564,5.496073150275892,4.996073150275887,8.807219551485794,0.0,0.0,0.0,-1.8939976653674557
2025-Q2,580.4309759846589,3.5937137309551557,3.3111464012099403,3.3111464012099403,8.273949921766043,-1.636479553111459,5.146719927377809,4.646719927377804,8.273949921766043,0.0,0.0,0.0,-1.8851702417634717
2025-Q3,581.212783483256,3.4067757532268415,3.127229994388274,3.127229994388274,7.703836617655756,-1.7748772734887746,4.752863868944186,4.25286386894418,7.703836617655756,0.0,0.0,0.0,-1.8391640682171218
2025-Q4,581.9505266704339,3.222253142424009,2.9509727487116115,2.9509727487116115,7.116785944338319,-1.8591871337862713,4.33199405604152,3.831994056041515,7.116785944338319,0.0,0.0,0.0,-1.7625724567670922
2026-Q1,582.646724642508,3.0435352581516595,2.784791888296841,2.784791888296841,6.529294689655506,-1.89399766536737,3.898792615727495,3.3987926157274893,6.529294689655506,0.0,0.0,0.0,-1.6618086041481672
2026-Q2,583.3043501609901,2.873374176331187,2.630502073928051,2.630502073928051,5.9547841192207756,-1.8851702417633855,3.4654169057714217,2.965416905771414,5.9547841192207756,0.0,0.0,0.0,-1.5428981436883655
2026-Q3,583.9266919643525,2.7139084810964675,2.489367213449396,2.489367213449396,5.403909720139051,-1.8391640682170347,3.0417499702064266,2.54174997020642,5.403909720139051,0.0,0.0,0.0,-1.4113486047870147
2026-Q4,584.5172319018357,2.566705231401731,2.3621597499326668,2.3621597499326668,4.8848551863802925,-1.7625724567670042,2.63563181577397,2.1356318157739618,4.8848551863802925,0.0,0.0,0.0,-1.2720746351677554
